date,screentime,activitytime,readingtime,hscore
2023-12-17,4.8,0.8,1.3,85.0
2023-09-12,3.2,4.4,3.6,100
2023-01-15,3.0,2.5,4.7,99.0
2023-11-14,0.4,0.2,2.3,100
2023-08-08,3.3,4.1,4.9,99.0
2023-11-09,0.3,2.3,4.8,100
2023-01-09,2.6,2.7,4.1,100
2023-09-04,3.2,4.6,3.1,100
2023-06-19,0.9,4.0,1.4,100
2023-09-16,0.8,2.8,3.3,100
2023-09-22,2.0,3.8,0.4,59.0
2023-01-06,1.7,1.4,0.7,76.0
2023-07-13,0.4,2.0,3.8,100
2023-04-20,0.8,3.7,4.3,100
2023-02-04,1.0,1.9,4.6,100
2023-07-13,1.4,4.3,2.8,100
2023-11-01,2.4,4.9,4.4,100
2023-07-08,4.2,2.7,4.2,99.0
2023-02-18,1.4,2.4,0.1,63.0
2023-02-24,1.7,2.9,2.0,100
2023-02-27,4.9,1.2,1.4,89.0
2023-02-19,4.8,2.3,2.6,100
2023-11-19,2.2,2.2,1.9,100
2023-05-11,2.7,2.1,1.4,87.0
2023-02-22,3.6,0.1,4.0,67.0
2023-05-13,1.7,2.6,4.4,100
2023-05-13,0.3,2.7,3.3,100
2023-07-02,0.7,1.3,3.5,100
2023-09-03,0.2,4.8,2.9,100
2023-02-12,3.2,2.7,4.3,99.0
2023-05-21,4.5,1.0,1.6,95.0
2023-11-05,2.0,3.4,1.1,81.0
2023-02-12,2.7,1.3,0.6,67.0
2023-08-23,4.4,3.2,4.2,99.0
2023-08-22,0.1,0.5,2.5,100
2023-03-04,0.8,0.8,2.5,100
2023-06-05,2.8,3.9,3.2,99.0
2023-07-19,3.6,5.0,1.0,77.0
2023-01-05,4.2,1.2,1.9,100
2023-12-25,0.8,0.2,2.3,100
2023-11-14,4.0,2.5,2.5,100
2023-03-16,2.1,3.2,2.2,100
2023-11-24,2.7,4.8,1.6,93.0
2023-01-08,0.9,0.8,0.1,74.0
2023-03-02,4.3,4.5,2.5,100
2023-11-07,2.5,3.3,0.7,69.0
2023-06-09,0.7,1.0,4.4,100
2023-03-24,3.3,2.1,1.4,90.0
2023-07-17,0.5,3.8,0.8,100
2023-03-04,0.5,3.8,2.7,100
2023-08-28,2.5,4.9,3.4,98.0
2023-02-18,3.4,2.4,3.2,99.0
2023-04-28,2.1,4.8,2.6,99.0
2023-12-06,3.4,0.6,4.2,100
2023-08-08,1.2,0.2,0.9,75.0
2023-02-06,3.9,3.6,4.4,100
2023-01-24,3.1,4.1,2.1,100
2023-11-26,3.0,1.7,4.2,100
2023-03-07,1.0,3.9,1.6,100
2023-01-21,4.0,1.9,0.8,73.0
2023-09-22,1.9,2.6,2.2,100
2023-10-23,4.4,4.3,3.8,98.0
2023-05-02,0.3,1.5,4.7,100
2023-02-01,1.7,1.0,1.7,100
2023-06-12,0.3,1.4,1.2,100
2023-12-11,3.2,1.2,3.0,100
2023-02-19,4.6,1.5,1.3,86.0
2023-01-04,0.3,0.2,3.0,100
2023-12-21,1.6,1.9,0.2,61.0
2023-07-19,2.1,0.2,4.5,81.0
2023-12-16,2.3,2.5,2.2,100
2023-11-12,0.8,1.2,0.7,94.0
2023-08-17,0.3,3.7,1.0,100
2023-03-20,4.5,4.2,1.2,82.0
2023-02-12,2.4,2.6,2.7,100
2023-12-20,2.0,0.5,2.6,100
2023-09-19,3.8,2.2,1.5,91.0
2023-04-28,4.3,0.9,4.5,99.0
2023-04-26,0.9,0.3,4.7,100
2023-02-18,1.4,0.2,2.4,97.0
2023-10-09,3.2,1.0,0.5,64.0
2023-04-04,1.8,1.2,1.1,86.0
2023-03-03,4.5,4.6,1.3,85.0
2023-02-27,2.9,3.1,2.6,100
2023-01-12,1.6,0.5,0.3,66.0
2023-03-24,3.8,0.8,1.3,88.0
2023-04-11,1.8,4.7,1.0,81.0
2023-01-20,0.1,5.0,3.2,100
2023-07-02,0.7,4.8,2.9,100
2023-05-16,2.8,0.7,0.5,61.0
2023-08-24,0.8,0.5,3.5,100
2023-06-20,3.3,0.5,1.0,78.0
2023-08-22,3.4,1.6,1.7,98.0
2023-10-18,0.3,0.3,1.0,100
2023-04-27,1.9,2.2,2.2,100
2023-11-18,2.0,4.5,1.2,83.0
2023-01-17,3.8,2.3,3.3,100
2023-01-03,2.4,3.8,4.5,99.0
2023-10-06,2.9,2.4,3.2,100
2023-04-15,2.6,3.2,3.1,98.0
2023-03-23,4.6,0.8,2.2,100
2023-01-17,1.5,0.7,3.3,100
2023-01-10,3.5,1.4,1.5,90.0
2023-10-18,0.6,2.0,1.4,100
2023-03-17,1.9,3.6,1.3,90.0
2023-06-12,4.9,4.6,0.2,53.0
2023-04-26,0.8,0.2,0.0,59.0
2023-06-03,3.4,3.2,0.1,53.0
2023-10-26,3.1,2.7,3.8,100
2023-12-10,2.0,2.4,4.8,100
2023-12-21,1.9,2.4,1.4,90.0
2023-02-07,4.9,0.5,2.2,100
2023-08-06,4.3,1.4,2.5,98.0
2023-07-05,1.0,3.6,2.7,100
2023-08-09,1.5,3.0,3.5,100
2023-02-28,2.8,3.2,0.1,52.0
2023-01-06,4.9,0.9,4.2,100
2023-04-24,1.3,2.9,1.6,100
2023-01-04,2.7,2.6,0.2,56.0
2023-01-19,0.4,0.2,3.3,100
2023-09-11,4.5,2.6,3.8,99.0
2023-05-15,2.9,1.4,2.0,100
2023-06-22,4.4,4.3,4.0,98.0
2023-04-21,4.3,3.7,2.4,100
2023-02-19,1.0,0.2,4.4,100
2023-01-11,4.5,3.9,4.3,100
2023-04-03,3.7,1.0,3.6,100
2023-05-11,3.4,4.6,4.4,98.0
2023-10-04,4.5,0.1,3.8,65.0
2023-06-24,0.1,3.4,3.1,100
2023-03-09,2.7,3.6,0.2,57.0
2023-12-21,3.0,4.7,2.9,98.0
2023-12-24,3.8,4.6,2.1,99.0
2023-06-07,4.8,4.7,4.0,98.0
2023-10-02,3.9,0.7,3.8,100
2023-09-01,3.1,0.7,3.7,100
2023-04-18,0.8,3.9,1.2,100
2023-11-10,3.3,3.9,4.9,98.0
2023-07-19,0.2,4.1,3.7,100
2023-08-22,3.9,2.3,4.9,99.0
2023-01-15,3.6,4.3,3.5,99.0
2023-05-01,2.5,0.5,3.8,100
2023-06-13,3.9,1.8,0.2,53.0
2023-06-17,2.0,4.2,2.5,100
2023-05-24,3.9,2.6,0.1,52.0
2023-10-03,2.5,4.7,3.6,100
2023-04-17,2.0,2.9,2.4,100
2023-12-08,3.9,4.8,1.3,87.0
2023-03-05,3.8,3.5,0.3,59.0
2023-06-21,2.9,0.3,1.7,98.0
2023-10-15,4.2,3.1,1.9,99.0
2023-10-27,0.8,4.7,1.4,100
2023-10-15,4.4,1.3,4.6,99.0
2023-01-22,0.7,2.9,3.4,100
2023-06-20,0.1,5.0,3.5,100
2023-03-21,0.6,2.2,4.5,100
2023-03-10,4.0,5.0,4.7,100
2023-11-13,2.2,3.0,2.0,98.0
2023-05-01,3.1,4.6,1.8,100
2023-12-17,4.2,4.2,0.0,50.0
2023-11-20,2.9,2.3,2.2,99.0
2023-02-21,1.6,1.6,1.6,100
2023-04-09,0.5,0.6,2.4,100
2023-08-01,2.6,0.1,1.5,58.0
2023-08-28,3.4,1.5,0.2,54.0
2023-07-14,1.4,3.3,1.5,100
2023-10-12,4.4,4.6,1.0,77.0
2023-10-17,3.4,2.2,3.9,100
2023-03-02,4.2,0.1,1.4,56.0
2023-06-28,4.6,0.1,4.5,67.0
2023-10-24,0.4,1.6,3.3,100
2023-08-24,1.3,2.5,1.6,100
2023-04-17,2.0,4.3,2.9,100
2023-06-05,3.4,2.6,3.8,100
2023-12-07,2.4,5.0,2.1,99.0
2023-01-15,1.0,3.1,1.1,100
2023-03-24,3.7,0.5,3.1,98.0
2023-02-07,2.3,1.2,4.3,99.0
2023-09-07,4.0,4.8,0.9,73.0
2023-03-06,2.3,2.9,1.1,82.0
2023-03-01,2.9,3.7,4.0,100
2023-02-27,1.8,3.8,4.1,100
2023-06-02,1.0,2.5,2.3,100
2023-04-13,2.5,0.2,4.9,82.0
2023-09-18,4.1,3.1,3.1,100
2023-06-05,3.9,2.6,0.2,54.0
2023-10-18,1.8,1.3,0.3,61.0
2023-05-22,4.8,1.4,0.4,62.0
2023-02-15,3.3,4.3,1.5,91.0
2023-09-03,0.1,4.8,2.1,100
2023-12-26,4.3,4.7,0.5,65.0
2023-07-27,0.6,0.3,0.8,98.0
2023-01-03,3.7,0.9,1.3,85.0
2023-09-18,2.4,0.4,0.4,61.0
2023-07-12,4.7,3.2,0.5,63.0
2023-06-19,3.7,3.0,1.1,80.0
2023-02-20,1.1,0.9,1.4,100
2023-11-07,0.9,3.5,2.3,100
2023-09-27,4.9,0.3,1.9,100
2023-04-04,4.0,2.8,4.3,100
2023-01-06,3.0,4.4,0.2,54.0
2023-03-01,4.6,4.8,4.6,100
2023-06-03,3.3,4.2,2.2,100
2023-11-11,2.8,1.9,0.6,65.0
2023-11-16,1.0,3.2,0.7,91.0
2023-01-05,3.5,2.1,0.8,72.0
2023-12-07,0.0,4.2,1.3,100
2023-01-08,4.2,2.3,0.9,75.0
2023-03-27,3.1,3.5,4.8,99.0
2023-09-09,4.3,0.9,4.5,100
2023-02-15,1.1,3.3,4.6,100
2023-01-16,3.3,2.5,4.8,99.0
2023-05-28,3.8,0.5,1.0,75.0
2023-03-01,1.9,1.2,0.4,64.0
2023-06-23,2.2,0.2,3.4,83.0
2023-02-17,4.2,3.5,0.0,48.0
2023-06-07,0.3,4.2,1.2,100
2023-07-08,2.7,1.2,0.3,57.0
2023-11-05,4.9,5.0,2.9,100
2023-11-19,3.8,0.0,2.4,51.0
2023-09-17,1.5,5.0,4.6,100
2023-04-10,3.1,0.6,3.3,98.0
2023-04-20,3.1,4.6,2.9,98.0
2023-07-14,1.8,4.3,4.7,100
2023-05-07,0.3,2.3,0.1,86.0
2023-03-07,4.9,4.7,3.9,100
2023-02-23,2.9,2.2,1.5,90.0
2023-05-10,0.2,3.0,0.4,97.0
2023-03-19,1.1,3.2,2.6,100
2023-07-04,4.1,2.6,0.9,76.0
2023-04-15,3.6,2.0,1.9,100
2023-04-03,3.8,4.7,1.4,89.0
2023-05-22,1.1,4.9,1.2,100
2023-02-16,3.7,2.9,4.7,100
2023-06-25,3.1,2.7,4.7,100
2023-04-12,0.2,0.5,1.6,100
2023-10-26,1.5,0.5,3.0,100
2023-09-16,3.2,0.5,4.5,100
2023-07-09,1.4,4.6,2.0,100
2023-10-20,3.9,2.1,3.8,99.0
2023-11-12,0.8,1.0,3.2,100
2023-03-19,0.2,4.6,0.6,100
2023-03-07,2.4,4.7,1.9,98.0
2023-04-10,0.8,4.8,4.9,100
2023-06-09,4.9,3.9,4.4,99.0
2023-04-27,3.2,3.1,4.4,100
2023-04-22,3.0,4.0,1.3,84.0
2023-10-03,3.8,1.9,2.6,100
2023-09-28,0.3,4.1,4.7,100
2023-05-27,2.6,1.6,4.6,100
2023-08-04,1.3,0.1,1.2,65.0
2023-01-24,3.8,0.9,2.2,100
2023-01-10,0.8,2.5,0.8,95.0
2023-10-07,0.3,1.2,0.2,90.0
2023-06-23,2.5,4.4,3.4,100
2023-02-03,0.9,1.6,3.8,100
2023-11-12,2.6,2.7,2.2,98.0
2023-10-01,2.7,1.8,1.6,92.0
2023-02-13,3.2,2.5,3.5,100
2023-07-06,4.0,4.5,0.8,70.0
2023-01-15,2.2,4.3,3.4,99.0
2023-12-08,4.0,3.7,3.5,100
2023-04-05,4.6,1.5,2.0,100
2023-01-12,3.7,3.4,3.5,99.0
2023-11-24,1.2,0.8,3.9,100
2023-09-22,1.8,2.5,3.1,100
2023-04-01,3.4,0.1,1.6,63.0
2023-10-27,1.1,1.5,0.1,69.0
2023-12-17,0.4,1.1,4.7,100
2023-05-25,1.7,1.7,3.6,100
2023-10-11,0.1,4.9,4.8,100
2023-06-23,1.1,1.8,2.5,100
2023-03-17,1.4,3.1,0.3,70.0
2023-11-11,2.4,5.0,3.2,100
2023-09-04,3.0,4.5,0.5,62.0
2023-09-10,4.5,0.9,1.9,100
2023-01-05,3.3,4.4,1.8,100
2023-11-19,2.5,3.3,4.4,100
2023-02-12,4.9,3.8,0.7,67.0
2023-09-09,1.9,0.0,3.4,52.0
2023-11-20,4.8,2.0,2.6,99.0
2023-01-02,3.1,1.9,2.8,100
2023-07-28,2.8,0.0,3.5,52.0
2023-01-27,2.6,3.4,3.1,100
2023-06-21,1.7,0.2,1.1,71.0
2023-09-24,2.6,2.0,3.7,100
2023-02-18,1.4,2.4,0.5,74.0
2023-09-02,3.3,0.8,4.8,100
2023-08-08,4.1,1.1,1.6,92.0
2023-02-13,1.0,1.7,4.4,100
2023-12-17,0.4,0.5,2.8,100
2023-10-06,2.0,3.4,1.5,89.0
2023-11-02,1.3,0.3,2.0,100
2023-02-14,3.9,1.1,3.3,100
2023-05-03,3.5,2.4,1.6,93.0
2023-03-16,2.7,4.6,0.6,64.0
2023-07-24,4.4,1.1,0.8,70.0
2023-10-14,4.5,0.7,1.4,87.0
2023-11-26,2.2,4.1,0.4,59.0
2023-06-14,4.5,2.3,1.5,90.0
2023-07-26,1.3,1.8,4.5,100
2023-11-07,4.8,3.4,2.3,98.0
2023-07-01,2.6,2.0,4.5,98.0
2023-12-25,2.5,2.7,1.0,76.0
2023-07-02,0.6,2.4,2.2,100
2023-11-12,0.2,4.0,0.4,99.0
2023-02-06,2.8,5.0,4.4,100
2023-05-22,4.3,4.7,0.2,56.0
2023-07-23,0.7,0.2,1.8,100
2023-11-13,2.2,0.0,2.7,48.0
2023-06-11,1.0,2.1,4.7,100
2023-05-25,0.2,4.6,5.0,100
2023-11-18,1.9,0.4,2.0,100
2023-04-27,3.3,2.0,2.2,100
2023-07-05,4.3,4.8,0.8,71.0
2023-09-21,4.6,3.4,4.5,99.0
2023-12-05,0.4,2.7,2.8,100
2023-12-01,2.0,1.5,1.8,100
2023-03-02,4.2,0.3,2.2,100
2023-05-15,2.0,4.2,0.1,51.0
2023-06-28,1.7,2.3,4.6,100
2023-08-08,1.6,1.1,3.0,100
2023-05-08,4.5,1.7,0.5,65.0
2023-09-05,0.2,1.7,4.4,100
2023-04-04,4.2,3.1,0.2,54.0
2023-07-12,1.2,4.3,0.6,83.0
2023-09-11,0.4,0.6,1.9,100
2023-08-09,2.5,4.6,0.4,62.0
2023-11-28,0.9,2.6,2.0,100
2023-07-25,2.3,0.6,0.4,61.0
2023-10-10,5.0,0.7,3.5,100
2023-11-04,2.5,3.1,1.4,89.0
2023-09-10,3.0,4.3,3.8,98.0
2023-02-28,0.4,2.9,4.5,100
2023-02-05,4.2,2.5,1.3,87.0
2023-11-20,4.8,0.2,2.4,84.0
2023-12-17,2.5,2.0,2.6,98.0
2023-11-13,1.9,3.7,3.5,100
2023-04-11,2.6,2.3,3.8,100
2023-02-20,1.3,1.4,3.1,100
2023-12-09,1.7,3.4,0.9,81.0
2023-06-12,0.7,1.0,1.0,100
2023-08-12,4.5,1.3,3.3,100
2023-03-09,3.6,3.6,1.0,79.0
2023-01-03,3.8,1.9,2.9,98.0
2023-07-26,2.1,3.7,1.8,99.0
2023-08-15,0.2,3.3,0.1,87.0
2023-04-18,4.4,0.4,0.8,71.0
2023-11-09,4.3,1.9,1.1,78.0
2023-12-22,0.7,2.9,4.8,100
2023-03-28,4.0,3.5,4.4,100
2023-11-15,1.4,1.9,2.0,100
2023-03-03,3.9,1.7,1.3,86.0
2023-05-20,1.5,3.2,0.0,59.0
2023-10-04,1.1,0.3,0.2,71.0
2023-10-28,3.9,1.6,1.6,95.0
2023-08-13,2.9,4.8,0.5,62.0
2023-01-12,0.2,3.3,4.9,100
2023-04-19,2.3,4.3,2.6,100
2023-05-20,1.3,0.0,3.0,62.0
2023-06-06,2.5,2.2,1.6,92.0
2023-10-01,4.9,2.4,2.1,98.0
2023-07-27,3.4,2.8,2.6,100
2023-05-11,4.3,1.7,2.2,100
2023-10-19,4.7,2.2,2.2,100
2023-07-01,4.1,4.3,2.8,100
2023-01-16,3.3,4.8,1.9,100
2023-12-06,1.8,4.0,1.3,90.0
2023-08-28,0.4,2.1,2.5,100
2023-06-03,3.1,1.3,4.6,98.0
2023-08-15,2.6,3.2,1.8,100
2023-08-10,2.9,1.6,3.5,100
2023-03-26,0.9,0.9,3.4,100
2023-07-26,0.1,4.9,0.9,100
2023-06-13,0.7,3.3,1.5,100
2023-02-14,3.0,1.9,3.9,100
2023-12-16,2.1,1.7,4.0,100
2023-04-14,1.5,2.6,1.5,100
2023-10-27,0.2,5.0,3.7,100
2023-05-15,0.9,2.1,3.9,100
2023-04-16,1.5,2.3,3.9,100
2023-02-20,2.1,2.1,4.4,100
2023-12-12,4.0,3.3,3.6,99.0
2023-06-01,3.9,0.4,3.4,100
2023-05-23,2.8,4.0,3.0,100
2023-12-27,0.8,2.3,2.5,100
2023-04-04,4.6,1.3,1.1,78.0
2023-10-21,4.6,4.8,2.5,98.0
2023-08-07,4.9,3.7,0.1,52.0
2023-04-11,2.5,3.9,3.3,99.0
2023-04-06,0.3,4.4,3.1,100
2023-10-12,3.4,0.0,3.0,49.0
2023-11-16,2.6,0.1,0.4,25.0
2023-10-13,2.2,1.9,4.6,100
2023-07-09,2.7,3.2,4.6,100
2023-05-20,2.7,4.6,1.2,83.0
2023-10-08,2.5,2.4,0.5,62.0
2023-11-09,0.3,2.8,4.5,100
2023-05-04,1.5,0.6,3.1,100
2023-10-19,0.9,2.9,2.6,100
2023-12-25,3.5,1.0,1.0,78.0
2023-03-18,4.6,4.4,3.6,100
2023-01-08,1.9,4.7,2.5,100
2023-01-22,3.0,2.2,1.4,86.0
2023-08-17,4.8,3.1,2.8,99.0
2023-06-21,2.8,2.6,2.6,100
2023-11-04,0.1,0.1,2.3,100
2023-05-10,0.5,1.3,4.0,100
2023-09-26,2.4,4.8,0.6,65.0
2023-10-15,1.1,3.4,1.2,100
2023-03-12,4.7,0.0,2.0,49.0
2023-02-03,1.2,1.7,2.9,100
2023-02-04,1.9,1.2,2.9,100
2023-10-25,4.9,3.9,2.7,100
2023-12-10,2.4,1.9,0.1,52.0
2023-02-12,4.7,0.2,4.8,82.0
2023-09-09,3.5,1.1,3.9,99.0
2023-05-10,0.9,3.1,1.1,100
2023-11-03,4.8,4.3,3.4,100
2023-10-06,0.1,0.8,2.8,100
2023-05-03,1.5,0.8,3.5,100
2023-02-19,0.4,4.3,3.5,100
2023-06-09,4.4,3.6,1.0,77.0
2023-12-23,1.7,4.9,4.1,100
2023-02-03,1.3,0.6,2.9,100
2023-05-04,1.0,2.4,4.9,100
2023-11-03,2.9,3.5,0.3,57.0
2023-07-10,0.8,3.8,2.4,100
2023-01-14,3.0,5.0,4.1,99.0
2023-04-11,4.1,3.5,0.6,66.0
2023-11-06,1.0,0.1,2.8,86.0
2023-03-11,0.8,2.0,3.7,100
2023-10-22,2.3,1.6,4.2,100
2023-08-03,0.9,0.7,2.6,100
2023-08-19,3.4,0.0,4.5,49.0
2023-12-05,1.2,3.6,0.9,90.0
2023-01-01,0.7,0.3,2.7,100
2023-05-02,2.7,2.5,2.3,100
2023-08-23,3.2,3.2,2.2,100
2023-11-06,3.4,2.5,1.7,96.0
2023-03-06,1.1,2.6,4.7,100
2023-12-09,4.6,4.5,4.3,100
2023-04-13,4.6,0.8,0.4,61.0
2023-11-01,0.3,4.1,3.1,100
2023-02-13,4.2,0.8,4.8,99.0
2023-06-09,4.3,0.9,0.1,51.0
2023-02-05,3.5,2.9,4.7,100
2023-04-10,3.8,0.1,4.2,68.0
2023-11-10,3.3,0.2,1.7,80.0
2023-08-28,4.9,5.0,3.4,100
2023-02-14,2.8,1.7,4.4,99.0
2023-01-20,1.5,4.9,3.9,100
2023-06-17,4.5,2.0,2.0,100
2023-07-17,3.2,1.4,4.9,100
2023-09-13,1.7,1.8,1.2,89.0
2023-10-27,3.3,1.8,1.3,85.0
2023-04-21,2.6,4.8,4.8,100
2023-09-17,2.4,4.4,4.4,98.0
2023-07-09,0.4,1.1,3.2,100
2023-02-25,0.0,5.0,1.2,100
2023-05-01,2.5,4.3,4.2,100
2023-09-28,1.3,1.6,4.0,100
2023-04-20,4.4,0.2,0.5,47.0
2023-08-27,4.4,4.0,4.3,100
2023-04-22,0.5,1.4,2.3,100
2023-03-17,4.6,1.9,0.3,59.0
2023-04-09,2.8,2.0,1.8,100
2023-12-06,2.5,2.2,1.5,92.0
2023-09-04,0.4,0.6,1.5,100
2023-01-05,2.1,0.8,5.0,100
2023-07-03,3.0,3.4,4.9,100
2023-01-18,0.3,1.9,1.3,100
2023-04-01,2.2,2.6,0.2,54.0
2023-06-03,5.0,0.5,4.8,100
2023-01-03,3.4,4.1,3.3,100
2023-02-18,2.0,2.8,1.3,87.0
2023-06-04,4.4,4.7,4.7,100
2023-04-11,2.2,0.3,4.6,100
2023-02-28,3.4,0.0,4.5,48.0
2023-11-03,0.5,3.3,3.8,100
2023-06-15,1.8,4.8,1.8,100
2023-12-14,3.0,2.8,0.8,72.0
2023-08-11,4.4,4.6,4.4,100
2023-12-27,1.7,1.8,1.8,100
2023-02-10,4.7,0.6,2.4,100
2023-06-14,0.8,5.0,3.8,100
2023-03-19,0.9,0.2,4.3,100
2023-03-01,1.1,0.6,3.3,100
2023-05-24,4.8,0.7,3.6,99.0
2023-05-28,1.0,2.5,3.9,100
2023-12-18,1.5,3.7,4.7,100
2023-06-12,2.6,3.5,4.0,100
2023-10-06,1.0,4.4,3.0,100
2023-10-23,2.3,4.9,1.3,87.0
2023-12-09,0.8,3.3,1.8,100
2023-06-20,4.7,0.3,1.0,76.0
2023-09-02,3.1,1.1,2.5,100
2023-07-20,1.1,1.0,0.4,79.0
2023-06-10,2.2,4.7,0.8,71.0
2023-09-18,1.4,3.6,1.8,100
2023-04-12,2.1,2.0,1.9,100
2023-09-02,3.7,4.7,1.5,89.0
2023-03-05,1.0,2.3,2.3,100
2023-04-25,0.5,1.9,0.8,100
2023-06-16,2.4,1.5,2.4,99.0
2023-12-13,3.8,3.7,2.9,100
2023-08-24,1.4,2.8,1.0,89.0
2023-07-12,3.9,0.7,1.4,87.0
2023-11-19,0.4,1.5,2.6,100
2023-09-02,3.1,2.5,1.0,76.0
2023-09-04,2.2,3.4,2.7,100
2023-11-24,2.3,3.0,4.1,100
2023-12-03,0.4,1.0,4.5,100
2023-11-21,0.7,4.5,2.2,100
2023-10-14,1.1,4.6,3.3,100
2023-02-22,0.3,4.7,3.9,100
2023-06-08,4.9,2.5,4.7,100
2023-06-22,0.9,1.4,2.2,100
2023-05-22,4.5,3.8,2.7,99.0
2023-10-09,2.8,3.9,4.6,98.0
2023-02-19,2.6,1.5,1.6,95.0
2023-04-16,4.9,4.2,3.2,99.0
2023-08-20,2.1,0.3,2.7,100
2023-12-10,2.3,1.6,2.6,100
2023-11-14,1.1,2.7,2.1,100
2023-03-24,4.9,4.1,0.3,60.0
2023-08-04,2.0,1.9,0.9,76.0
2023-08-10,2.8,1.4,3.8,100
2023-07-27,0.0,1.8,1.5,100
2023-03-19,3.8,2.0,1.7,98.0
2023-08-04,0.2,1.4,3.1,100
2023-12-27,0.2,1.2,2.1,100
2023-12-04,2.3,3.6,0.4,61.0
2023-01-27,3.7,2.4,2.5,100
2023-06-21,3.8,2.0,0.5,65.0
2023-08-02,3.3,2.0,2.0,100
2023-03-22,0.5,4.7,0.3,88.0
2023-12-28,3.8,2.5,2.0,100
2023-10-18,2.2,4.4,1.4,86.0
2023-10-26,3.6,1.8,0.1,50.0
2023-05-26,4.0,0.2,1.8,82.0
2023-07-16,2.0,4.7,3.5,99.0
2023-03-02,2.2,1.2,3.8,100
2023-02-27,0.0,1.5,1.9,100
2023-03-28,4.7,2.1,1.5,90.0
2023-10-08,4.1,4.9,4.3,99.0
2023-04-01,2.3,3.1,0.1,53.0
2023-02-24,4.8,3.3,0.4,60.0
2023-10-28,4.0,5.0,1.4,88.0
2023-05-17,4.0,1.3,2.3,100
2023-05-21,3.0,4.9,1.1,80.0
2023-07-08,0.8,4.0,3.2,100
2023-01-28,0.5,3.3,2.1,100
2023-05-20,2.0,2.1,0.8,71.0
2023-10-18,3.2,4.4,3.9,100
2023-05-27,0.1,2.4,2.2,100
2023-06-17,3.0,2.5,2.2,100
2023-07-01,3.1,3.8,3.4,99.0
2023-08-17,1.4,0.7,1.7,100
2023-06-25,4.9,4.0,2.1,99.0
2023-09-02,2.0,1.6,1.6,92.0
2023-09-19,1.0,2.2,3.5,100
2023-08-06,2.3,0.8,2.4,99.0
2023-02-27,1.7,2.3,0.6,72.0
2023-10-15,1.7,2.2,1.3,91.0
2023-09-26,2.5,4.4,4.3,99.0
2023-02-26,1.9,1.3,2.3,100
2023-10-06,3.5,1.8,2.8,100
2023-06-13,1.7,2.5,1.9,100
2023-04-14,0.3,4.3,1.3,100
2023-02-19,0.9,2.2,1.8,100
2023-03-08,2.3,3.4,4.7,99.0
2023-07-20,1.1,4.6,3.6,100
2023-03-22,0.2,1.9,2.5,100
2023-02-12,1.6,1.8,4.7,100
2023-08-21,0.5,2.2,0.6,96.0
2023-10-27,3.0,4.4,0.5,62.0
2023-05-25,0.1,2.1,0.4,100
2023-12-10,2.8,0.1,1.4,55.0
2023-12-26,2.1,0.7,3.7,100
2023-03-10,2.4,0.5,0.3,56.0
2023-04-22,4.6,3.3,2.4,100
2023-08-07,0.3,2.4,1.5,100
2023-04-04,0.6,0.5,1.2,100
2023-09-06,1.8,0.1,1.5,62.0
2023-06-23,1.4,2.0,0.9,88.0
2023-09-17,3.9,1.9,0.1,54.0
2023-12-05,4.2,2.1,1.2,84.0
2023-04-10,2.0,2.3,1.4,89.0
2023-02-10,4.4,0.8,3.8,100
2023-05-10,4.3,1.0,0.7,69.0
2023-11-03,3.4,4.3,3.3,100
2023-01-09,1.8,2.2,4.5,100
2023-09-15,0.1,1.5,2.6,100
2023-06-23,3.5,0.7,0.5,64.0
2023-02-24,2.2,4.8,0.1,52.0
2023-09-25,3.4,4.6,3.9,100
2023-07-15,1.9,4.0,4.0,100
2023-05-10,0.7,0.9,1.0,100
2023-11-03,1.7,4.8,4.5,100
2023-12-24,4.6,2.5,0.2,54.0
2023-04-15,1.6,3.4,2.4,100
2023-11-02,2.8,1.8,2.4,100
2023-02-12,3.1,3.2,1.0,78.0
2023-07-26,3.9,2.7,2.5,99.0
2023-05-16,4.7,4.0,3.8,99.0
2023-04-13,0.1,0.2,3.9,100
2023-02-07,0.1,2.0,0.4,98.0
2023-06-20,0.2,0.3,2.6,100
2023-03-13,2.6,3.0,2.6,100
2023-02-04,3.4,4.8,3.3,99.0
2023-07-05,1.7,0.1,3.2,73.0
2023-05-08,4.4,3.1,4.6,100
2023-05-06,0.5,3.4,3.2,100
2023-11-10,1.8,0.8,4.3,100
2023-09-13,0.8,2.3,1.5,100
2023-09-23,4.3,3.8,2.2,98.0
2023-07-21,3.7,2.7,1.4,90.0
2023-03-21,0.4,3.6,4.8,100
2023-11-15,3.8,2.8,2.1,99.0
2023-02-15,1.1,1.0,3.9,100
2023-01-22,3.4,4.4,1.1,78.0
2023-05-09,2.6,3.7,2.2,100
2023-12-28,4.3,0.4,4.1,99.0
2023-11-19,0.9,2.6,1.0,100
2023-08-01,1.5,1.6,4.3,100
2023-03-21,4.0,0.3,3.0,99.0
2023-12-24,2.1,1.1,3.0,100
2023-04-11,2.6,1.8,1.3,87.0
2023-09-09,2.5,3.1,3.7,100
2023-12-13,1.4,2.7,3.9,100
2023-07-17,4.6,4.7,5.0,100
2023-11-10,4.3,2.0,4.5,98.0
2023-05-25,3.6,4.2,3.8,99.0
2023-04-17,1.0,0.5,0.0,72.0
2023-06-28,3.1,2.2,2.4,99.0
2023-03-19,0.7,1.1,2.5,100
